ID,Kode,Nama,Lantai,Fakultas,Status,Kapasitas,Luas,Rating,Tujuan
508,A2-B,Kelas B,2,Fakultas Kedokteran,Tidak Aktif,70,83.3,4.4,Kelas
824,AULA,R-AULA L.4,4,-,Tidak Aktif,70,,4.3,Rapat
123,302,R. Kuliah B-32,3,Fakultas Pertanian,Aktif,70,85.5,3.6,Kelas
132,301,R. Kuliah C-31,3,Fakultas Pertanian,Aktif,70,90,4,Seminar
823,AULA,R-AULA L.4,4,-,Tidak Aktif,70,,3.8,Kelas
175,402,R. Aula Lt.4,4,Fakultas Pertanian,Aktif,70,100,4.2,Kelas
133,302,R. Kuliah C-32,3,Fakultas Pertanian,Aktif,70,90,3.8,Rapat
124,303,R. Kuliah B-33,3,Fakultas Pertanian,Aktif,70,85.5,3.7,Kelas
809,F.03,S1 PG-PAUD,1,Fakultas Keguruan dan Ilmu Pendidikan,Tidak Aktif,70,117.39,4.1,Seminar
53,E3 AH.22,Ruang Kelas,3,Fakultas Hukum,Tidak Aktif,68,71,3.7,Sidang
40,C2 AH.16,Ruang Kelas,2,Fakultas Hukum,Tidak Aktif,68,160,4,Sidang
351,ss,"Dapur, Gudang I",1,Fakultas Ekonomi,Tidak Aktif,62,50,3.9,Rapat
131,203,R. Kuliah C-23,2,Fakultas Pertanian,Aktif,60,67.5,3.9,Kelas
126,101,R. Kuliah C-11,1,Fakultas Pertanian,Aktif,60,67.5,3.4,Sidang
129,201,R. Kuliah C-21,2,Fakultas Pertanian,Aktif,60,67.5,3.9,Kelas
54,E3_R.DOM,Gedung Dome,3,Fakultas Hukum,Aktif,60,113,3.9,Rapat
906,A.F.1.1,Ruang Kuliah/Praktek,1,Fakultas Ekonomi,Aktif,60,,4.1,Rapat
233,305,S1 Pendidikan Sosiologi,3,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,60,73.52,3.6,Sidang
264,D.101,S1 PENDIDIKAN SOSIOLOGI,1,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,60,100.78,3.5,Seminar
128,103,R. Kuliah C-13,1,Fakultas Pertanian,Aktif,60,67.5,3.9,Sidang
230,302,Ruang Kuliah,3,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,60,74.96,4.4,Rapat
166,407 / 408,R. Kuliah G-408,4,Fakultas Pertanian,Aktif,60,144,3.5,Sidang
226,D.302,Pendidikan Matematika,3,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,60,82,3.7,Kelas
234,306,S1 PPKN,3,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,60,100.78,3.4,Rapat
231,303,Ruang Kuliah,3,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,60,94.71,3.7,Seminar
225,301,Ruang Kuliah,3,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,60,63.07,4.1,Rapat
163,403 / 404,R. Kuliah G-403,4,Fakultas Pertanian,Aktif,60,144,3.6,Sidang
817,C1.8,Ruang Kuliah,1,Fakultas Matematika dan Ilmu Pengetahuan Alam,Aktif,60,92.16,3.8,Seminar
223,201,Ruang Kuliah,2,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,60,88.19,3.6,Kelas
606,R.3.2,R. Staf Adm. S-II,3,Fakultas Peternakan,Tidak Aktif,60,73.625,4.2,Rapat
122,301,R. Kuliah B-31,3,Fakultas Pertanian,Aktif,60,71.25,3.7,Sidang
224,201,Ruang Kuliah,2,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,60,87.85,3.7,Seminar
125,304,R. Kuliah B-34,3,Fakultas Pertanian,Aktif,60,71.25,3.9,Rapat
236,308,Pendidikan Bahasa Indonesia,3,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,60,100.78,3.7,Rapat
64,304,R.Kuliah,3,Fakultas Teknik,Tidak Aktif,60,96.5,3.8,Rapat
703,103,Lab. Computer,1,TPB,Tidak Aktif,56,15,4.4,Rapat
704,104,Lab. Computer,1,TPB,Tidak Aktif,56,15,4.2,Seminar
142,,R. Lab Komputer,3,Fakultas Pertanian,Aktif,55,144,4.3,Rapat
569,ATA.3.2,ATA.3.2,3,Fakultas Peternakan,Aktif,55,80,4.1,Kelas
840,GKB. 202,S1 Pendidikan Matematika,2,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,50,,4,Seminar
116,3.8,Ruang 3.8,3,Fakultas Teknologi Pangan dan Agroindustri,Aktif,50,90.68,4.1,Kelas
841,GKB.501,S1 Pendidikan Matematika,5,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,50,,3.4,Rapat
843,GKB.503,S1 Pendidikan Sosiologi,5,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,50,,3.9,Seminar
270,A.D.4.4 (D3),Ruang Kuliah,4,Fakultas Ekonomi,Aktif,50,,3.7,Seminar
165,406,R. Kuliah G-406,4,Fakultas Pertanian,Aktif,50,72,4.4,Kelas
844,GKB.104,S1 Pendidikan Biologi,1,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,50,,4.1,Kelas
111,3.3,Ruang 3.3,3,Fakultas Teknologi Pangan dan Agroindustri,Aktif,50,90.68,3.6,Sidang
110,3.2,Ruang 3.2,3,Fakultas Teknologi Pangan dan Agroindustri,Aktif,50,90.68,4.1,Kelas
112,3.4,Ruang 3.4,3,Fakultas Teknologi Pangan dan Agroindustri,Aktif,50,90.68,3.4,Rapat
164,205,R. Rapat,2,Fakultas Pertanian,Aktif,50,72,4,Seminar
333,A.D.2.3 (D3),Ruang Kuliah,2,Fakultas Ekonomi,Aktif,50,,4.1,Sidang
455,301,R. PRAKTIKUM 2,3,Fakultas Matematika dan Ilmu Pengetahuan Alam,Aktif,50,165.64,3.7,Kelas
851,GKB. 203,S1 Pendidikan Bahasa Inggris,2,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,50,,4.1,Kelas
157,303,Ruang Seminar,3,Fakultas Pertanian,Aktif,50,72,4.1,Rapat
158,304,Mushola,103,Fakultas Pertanian,Aktif,50,72,4.2,Sidang
781,C1-01,R. Kuliah (Sipil),2,Fakultas Teknik,Aktif,50,96.5,4.4,Sidang
500,1.5,R.3.1. Ruang Seminar,3,Fakultas Ilmu Sosial dan Ilmu Politik,Tidak Aktif,50,151.06,4.6,Rapat
148,403,R. Kuliah E-403,4,Fakultas Pertanian,Aktif,50,72,3.2,Sidang
149,404,R. Kuliah E-404,4,Fakultas Pertanian,Aktif,50,96,4.4,Sidang
847,A.303,S1 Pendidikan Biologi,3,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,50,,3.9,Rapat
498,1.3,R.3.3. Ruang Lab. Diplomasi HI,3,Fakultas Ilmu Sosial dan Ilmu Politik,Aktif,50,151.06,3.6,Rapat
718,304,GKB-304,3,TPB,Aktif,50,120,3.5,Seminar
849,GKB. 106,S1 Pendidikan Bahasa Inggris,1,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,50,,3.9,Seminar
716,302,GKB-302,3,TPB,Aktif,50,120,4.5,Kelas
723,402,GKB-402,4,TPB,Aktif,50,120,4.4,Rapat
786,1.6.,Ruang 4.4,4,Fakultas Ilmu Sosial dan Ilmu Politik,Aktif,50,72,3.9,Kelas
930,D-104,SI-PENDIDIKAN FISIKA,1,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,50,,3.8,Rapat
710,203,GKB-203,2,TPB,Tidak Aktif,50,120,4.3,Kelas
206,B.302,Pendidikan Matematika,3,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,50,51.09,4.1,Kelas
212,105,GKB-105,1,TPB,Aktif,50,,4.2,Rapat
708,201,GKB-201,2,TPB,Aktif,50,120,3.8,Seminar
898,A.E.3.2 (S2),Ruang Kuliah,3,Fakultas Ekonomi,Aktif,50,,4.3,Seminar
213,106,GKB-106,1,TPB,Aktif,50,,4,Rapat
181,308,R. Kuliah H-3.8,3,Fakultas Pertanian,Aktif,50,72,4.3,Seminar
858,GKB. 105,S1 Pendidikan Kimia,1,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,50,,3.7,Sidang
453,204,R. PRAKTIKUM,2,Fakultas Matematika dan Ilmu Pengetahuan Alam,Aktif,50,141.18,3.7,Rapat
207,B.303,Pendidikan Matematika,3,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,50,50.09,3.8,Seminar
724,403,GKB-403,4,TPB,Tidak Aktif,50,120,4.1,Seminar
340,A.D.4.5 (D3),Ruang Kuliah,4,Fakultas Ekonomi,Aktif,50,,3.5,Seminar
482,1.3.,Ruang 1.1,1,Fakultas Ilmu Sosial dan Ilmu Politik,Aktif,50,72,4,Seminar
338,A.D.1.2 (D3),Ruang Kuliah,1,Fakultas Ekonomi,Aktif,50,,4.3,Kelas
66,102,NA,1,Fakultas Teknik,Tidak Aktif,50,256.2,3.4,Rapat
797,505,GKB-505,5,TPB,Aktif,50,,4.4,Seminar
334,A.D.2.2 (D3),Ruang Kuliah,2,Fakultas Ekonomi,Aktif,50,,4,Sidang
177,304,R. Kuliah H-3.4,3,Fakultas Pertanian,Aktif,50,72,3.2,Kelas
325,A.D.3.5 (D3),Ruang Kuliah,3,Fakultas Ekonomi,Aktif,50,,4.1,Seminar
701,101,101,1,TPB,Tidak Aktif,50,120,4.1,Kelas
115,3.7,Ruang 3.7,3,Fakultas Teknologi Pangan dan Agroindustri,Aktif,50,90.68,4,Kelas
506,1.5.,Ruang 4.3,4,Fakultas Ilmu Sosial dan Ilmu Politik,Aktif,50,72,4.1,Sidang
118,4.1,Ruang 4.1,4,Fakultas Teknologi Pangan dan Agroindustri,Aktif,50,89.5,3.7,Seminar
204,B.203,Pendidikan Matematika,2,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,50,54.44,3.8,Kelas
705,105,GUdang BMN,1,TPB,Tidak Aktif,50,120,3.6,Rapat
114,3.6,Ruang 3.6,3,Fakultas Teknologi Pangan dan Agroindustri,Aktif,50,90.68,3.8,Sidang
706,105,GKB-105,1,TPB,Tidak Aktif,50,120,4,Seminar
854,GKB. 401,S1 Pendidikan Bahasa Inggris,4,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,50,,3.8,Seminar
272,A.D.4.2 (D3),Ruang Kuliah,4,Fakultas Ekonomi,Aktif,50,,4.3,Rapat
271,A.D.4.3 (D3),Ruang Kuliah,4,Fakultas Ekonomi,Aktif,50,,4,Seminar
711,204,GKB-204,2,TPB,Tidak Aktif,50,120,3.2,Seminar
820,47,A.D.3.4 (D3),3,-,Tidak Aktif,50,,4.2,Kelas
330,A.D.2.6 (D3),Ruang Kuliah,2,Fakultas Ekonomi,Tidak Aktif,50,,3.6,Kelas
714,207,GKB-207,2,TPB,Aktif,50,120,3.5,Kelas
261,GKB 507,S1 PENDIDIKAN SOSIOLOGI,5,Fakultas Keguruan dan Ilmu Pendidikan,Tidak Aktif,50,0,4.6,Sidang
179,306,R. Kuliah H-3.6,3,Fakultas Pertanian,Aktif,50,72,3.2,Kelas
719,305,GKB-305,3,TPB,Aktif,50,120,4.2,Rapat
720,306,GKB-306,3,TPB,Aktif,50,120,3.7,Seminar
709,202,GKB-202,2,TPB,Tidak Aktif,50,120,4,Kelas
217,202,GKB-202,2,TPB,Aktif,50,,4.2,Rapat
721,307,GKB-307,3,TPB,Aktif,50,120,3.3,Seminar
799,104,GKB-104,1,TPB,Aktif,50,,4.5,Seminar
717,303,GKB-303,3,TPB,Aktif,50,120,3.5,Sidang
232,304,S1 Pendidikan Sosiologi,3,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,50,69.06,3.9,Seminar
274,A.D.3.6 (D3),Ruang Kuliah,3,Fakultas Ekonomi,Aktif,50,,3.6,Sidang
262,GKB 405,S1 PENDIDIKAN SOSIOLOGI,4,Fakultas Keguruan dan Ilmu Pendidikan,Tidak Aktif,50,0,4,Sidang
503,1.2.,Ruang 4.5,4,Fakultas Ilmu Sosial dan Ilmu Politik,Aktif,50,72,3.8,Kelas
567,ATA 2.2,Ruang penyimpanan buku,2,Fakultas Peternakan,Tidak Aktif,50,117,4.3,Sidang
182,309,R. Kuliah H-3.9,3,Fakultas Pertanian,Aktif,50,72,3.8,Rapat
900,A.E.3.3 (S2),Ruang Kuliah,3,Fakultas Ekonomi,Aktif,50,,3.7,Seminar
246,F09,S1 PGSD,1,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,50,108.63,4.1,Sidang
105,B2-04,R. D2 (Elektro),2,Fakultas Teknik,Aktif,50,52.5,3.9,Kelas
574,ATB.2.1,ATB.2.1,2,Fakultas Peternakan,Aktif,50,81,3.4,Seminar
726,405,GKB-405,4,TPB,Aktif,50,120,4.2,Kelas
801,506,GKB-506,5,TPB,Aktif,50,,3.9,Sidang
728,407,GKB-407,4,TPB,Aktif,50,120,3.6,Kelas
712,205,GKB-205,2,TPB,Aktif,50,120,4.1,Sidang
183,402,R. Kuliah H-4.2,3,Fakultas Pertanian,Aktif,50,72,3.9,Seminar
730,502,GKB-502,5,TPB,Aktif,50,120,3.8,Kelas
731,504,GKB-504,5,TPB,Aktif,50,120,3.8,Rapat
331,A.D.2.5 (D3),Ruang Kuliah,2,Fakultas Ekonomi,Aktif,50,,3.5,Sidang
563,ATA.1.1,ATA.1.1,1,Fakultas Peternakan,Aktif,50,81,3.4,Sidang
732,307,S1 PPKN,3,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,50,69.11,3.7,Seminar
876,E303,S1 PPKN,3,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,50,,4.1,Sidang
188,,Ruang  Lab. Biologi 2,2,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,50,68.16,3.5,Sidang
729,501,GKB-501,5,TPB,Aktif,50,120,3.4,Kelas
544,FR.201,RUANG FARMASI R.201,2,Fakultas Kedokteran,Aktif,50,72,3.7,Rapat
713,206,GKB-206,2,TPB,Aktif,50,120,4,Sidang
184,R. S,R. Sidang,3,Fakultas Pertanian,Aktif,50,72,4,Seminar
578,ATB.3.2,ATB.3.2,3,Fakultas Peternakan,Aktif,50,81,3.6,Seminar
576,ATB.2.3,ATB.2.3,2,Fakultas Peternakan,Aktif,50,81,3.9,Sidang
836,GKB .502,S1 PPKN,5,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,50,,3.6,Rapat
214,503,GKB-503,5,TPB,Aktif,50,,4.2,Rapat
861,2.4,Mini Theater Prodi Ilmu Komunikasi,2,Fakultas Ilmu Sosial dan Ilmu Politik,Aktif,50,,3.8,Sidang
187,,Ruang  Lab. Biologi 1,2,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,50,68.16,4,Sidang
740,,Musholla,1,TPB,Tidak Aktif,50,150,3.7,Kelas
798,204,S1 Pendidikan Bahasa Indonesia,2,TPB,Tidak Aktif,50,,3.9,Seminar
504,1.3.,Ruang 4.2,4,Fakultas Ilmu Sosial dan Ilmu Politik,Aktif,50,72,4,Sidang
267,A.E.2.4 (S2),Ruang Kuliah,2,Fakultas Ekonomi,Aktif,50,,3.9,Rapat
176,303,R. Seminar,3,Fakultas Pertanian,Aktif,50,72,3.6,Rapat
499,1.4,R.3.2. Ruang Seminar,3,Fakultas Ilmu Sosial dan Ilmu Politik,Tidak Aktif,50,151.06,3.8,Sidang
273,A.D.4.1 (D3),Ruang Kuliah,4,Fakultas Ekonomi,Aktif,50,,3.8,Sidang
180,307,R. Kuliah H-3.7,3,Fakultas Pertanian,Aktif,50,72,3.9,Rapat
159,306,Perpustakaan,3,Fakultas Pertanian,Aktif,50,72,3.9,Seminar
715,301,GKB-301,3,TPB,Aktif,50,120,3.2,Sidang
697,ATE.3.4,ATE.3.4,3,Fakultas Peternakan,Aktif,50,90.64,4.3,Sidang
727,406,GKB-406,4,TPB,Aktif,50,120,3.2,Kelas
326,A.D.3.4 (D3),Ruang Kelas,3,Fakultas Ekonomi,Aktif,50,,3.9,Kelas
800,GKB 103,S1 Pendidikan Bahasa Indonesia,1,TPB,Tidak Aktif,50,,3.8,Kelas
178,305,R. Kuliah H-3.5,3,Fakultas Pertanian,Aktif,50,72,4.1,Sidang
860,GKB. 506,S1 Pendidikan Kimia,5,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,50,,3.8,Sidang
229,301,Ruang Kuliah,3,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,50,68.68,3.4,Seminar
571,ATB 1.1 1,Ruang Ketua Lab. SOSEK,1,Fakultas Peternakan,Tidak Aktif,50,81,4.1,Sidang
216,203,GKB-203,2,TPB,Aktif,50,,3.5,Seminar
146,401,R. Kuliah E-401,4,Fakultas Pertanian,Aktif,50,144,4.2,Seminar
845,GKB. 201,S1 Pendidikan Biologi,2,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,50,,4,Kelas
725,404,GKB-404,4,TPB,Aktif,50,120,3.6,Seminar
700,ATE.3.1,ATE.3.1,3,Fakultas Peternakan,Aktif,50,67.67,3.7,Seminar
541,FR.302,RUANG FARMASI R.302,3,Fakultas Kedokteran,Aktif,50,72,3.9,Seminar
215,403,GKB-403,4,TPB,Aktif,50,,3.9,Rapat
109,3.1,Ruang 3.1,3,Fakultas Teknologi Pangan dan Agroindustri,Aktif,50,90.68,3.6,Kelas
856,GKB. 505,S1 Pendidikan Bahasa Inggris,5,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,50,,4.2,Sidang
160,308 / 309,R. Kuliah G-308,3,Fakultas Pertanian,Aktif,50,108,3.8,Seminar
722,401,GKB-401,4,TPB,Aktif,50,120,4.4,Seminar
202,B.203,Ruang Kuliah,2,Fakultas Keguruan dan Ilmu Pendidikan,Tidak Aktif,50,54.65,4.4,Kelas
327,A.D.3.3 (D3),Ruang Kuliah,3,Fakultas Ekonomi,Aktif,50,,3.4,Rapat
329,A.D.3.1 (D3),Ruang Kuliah,3,Fakultas Ekonomi,Aktif,50,,4.1,Kelas
828,202,S1 PPKn,3,Fakultas Keguruan dan Ilmu Pendidikan,Tidak Aktif,50,,4.2,Rapat
335,A.D.2.1 (D3),Ruang Kuliah,2,Fakultas Ekonomi,Aktif,50,,4.1,Sidang
332,A.D.2.4 (D3),Ruang Kuliah,2,Fakultas Ekonomi,Aktif,50,,4,Seminar
337,A.D.1.3 (D3),Ruang Kuliah,1,Fakultas Ekonomi,Aktif,50,,4,Rapat
829,1.7,Ruang 3.1,3,Fakultas Ilmu Sosial dan Ilmu Politik,Aktif,50,,3.9,Seminar
735,304,RUANGAN KELAS,3,Fakultas Keguruan dan Ilmu Pendidikan,Tidak Aktif,50,69.06,3.7,Kelas
796,204,GKB-204,2,TPB,Aktif,50,,3.6,Kelas
339,A.D.1.1 (D3),Ruang Kuliah,1,Fakultas Ekonomi,Aktif,50,,3.6,Rapat
831,507,GKB-507,5,TPB,Aktif,50,,3.8,Kelas
147,402,R. Kuliah E-402,4,Fakultas Pertanian,Aktif,50,108,3.7,Kelas
834,GKB .402,S1 PPKN,4,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,50,,3.9,Rapat
119,4.2,Ruang 4.2,4,Fakultas Teknologi Pangan dan Agroindustri,Aktif,50,89.5,3.7,Sidang
833,GKB .301,S1 PPKN,3,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,50,,4.7,Rapat
702,102,102,1,TPB,Tidak Aktif,50,120,3.7,Sidang
505,1.4.,Ruang 4.1,4,Fakultas Ilmu Sosial dan Ilmu Politik,Aktif,50,72,3.6,Rapat
502,1.1.,Ruang 4.6,4,Fakultas Ilmu Sosial dan Ilmu Politik,Aktif,50,72,3.9,Seminar
113,3.5,Ruang 3.5,3,Fakultas Teknologi Pangan dan Agroindustri,Aktif,50,90.68,3.7,Seminar
698,ATE.3.3,ATE.3.3,3,Fakultas Peternakan,Aktif,50,92.15,3.5,Kelas
853,GKB. 303,S1 Pendidikan Sosiologi,3,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,50,,4,Seminar
336,A.D.1.4 (D3),Ruang Kuliah,1,Fakultas Ekonomi,Aktif,50,,3.6,Sidang
542,FR.301,RUANG FARMASI R.301,3,Fakultas Kedokteran,Aktif,50,72,3.7,Sidang
245,F10,S1 PGSD,1,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,50,93.07,4.1,Rapat
838,GKB 403,S1 PENDIDIKAN SOSIOLOGI,4,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,50,0,3.8,Rapat
543,FR.202,RUANG FARMASI R.202,2,Fakultas Kedokteran,Aktif,50,72,4.2,Rapat
328,A.D.3.2 (D3),Ruang Kuliah,3,Fakultas Ekonomi,Aktif,50,,4.6,Kelas
839,0,RUANG KULIAH S1 PENDIDIKAN SOSIOLOGI,5,Fakultas Keguruan dan Ilmu Pendidikan,Tidak Aktif,50,0,4.1,Kelas
306,A.B.3.1,Ruang Kuliah,3,Fakultas Ekonomi,Aktif,50,,4,Rapat
934,GKB.302,S1 Pendidikan Bahasa Indonesia,3,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,50,,3.8,Kelas
918,503,S1 PPKN,5,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,45,,3.5,Kelas
296,22,Ruang Administrasi Labkom,3,Fakultas Ekonomi,Tidak Aktif,45,0,3.8,Rapat
920,101,S1 PPKN,1,Fakultas Keguruan dan Ilmu Pendidikan,Aktif,45,,3.6,Sidang
